row_index,strength_grade,fiber_type,fiber_content,aspect_ratio,w_b_ratio,cube_strength_mpa,curing_days,crack_width,crack_density,cracking_risk,source_group,data_tier,needs_manual_review,crack_width_definition_id,literature_key,source_doi,table_or_figure_ref,fill_note,reviewer,review_date
0,C75,端钩型,2.171007404476179,92.35547436149672,0.3817566218857394,75.0,62.0,0.02,1.0904828882592883,0,,,,,,,,,,
1,C45,波纹型,1.6777405153578313,92.54126477885043,0.3435257053393924,45.0,68.0,0.0753353489645491,0.6575505965352035,2,,,,,,,,,,
2,C80,平直型,1.913090266202972,66.32008522705144,0.4176612496818016,80.0,31.0,0.0797936124481979,1.6128871762101582,0,,,,,,,,,,
3,C65,端钩型,2.412497143540064,52.11503362815552,0.3634081822634475,65.0,12.0,0.0680626676996339,0.939309869984678,0,,,,,,,,,,
4,C60,端钩型,2.086795800001477,84.04087024776916,0.3072119668554727,60.0,27.0,0.02,0.7671597127997685,1,,,,,,,,,,
5,C75,端钩型,1.8839485016449893,76.31628842174328,0.3836800088313721,75.0,73.0,0.0202120868946195,0.9987262433199888,0,,,,,,,,,,
6,C50,端钩型,1.898017901863534,56.15604102115971,0.394826535018034,50.0,82.0,0.1060829624580206,0.7838949538135024,0,,,,,,,,,,
7,C65,端钩型,1.2598752451565305,36.61266676430607,0.3451185736408422,65.0,85.0,0.1374651978228264,1.5430938985529463,2,,,,,,,,,,
8,C30,平直型,0.5770445864198486,82.27527279443183,0.4144915866244231,30.0,21.0,0.1232015071468482,0.9243083116408184,2,,,,,,,,,,
9,C80,波纹型,1.591793473080906,48.372236114600526,0.4131543800863841,80.0,55.0,0.048000293468316,0.3219776198513087,0,,,,,,,,,,
10,C55,平直型,1.036461682048823,95.57692053736454,0.4404004362220742,55.0,14.0,0.185534719816363,1.6338661306004707,2,,,,,,,,,,
11,C65,平直型,1.5213216093115904,46.867940250397936,0.429589696440242,65.0,64.0,0.02,1.3624369717697544,1,,,,,,,,,,
12,C45,平直型,2.633507683170415,38.59305526880402,0.4304866113042063,45.0,38.0,0.0519144181260592,1.207877870654048,0,,,,,,,,,,
13,C75,端钩型,1.084848714663352,88.17788704874343,0.3632428303648086,75.0,65.0,0.1008440095275466,1.430617228401139,1,,,,,,,,,,
14,C20,端钩型,0.645756854222665,40.72990216371458,0.4574864443971908,20.0,62.0,0.2802089093191911,1.541916672542653,2,,,,,,,,,,
15,C20,平直型,1.2034597300549914,42.54878157104174,0.4098288767199359,20.0,90.0,0.2186847979008352,1.6811538694151342,2,,,,,,,,,,
16,C50,端钩型,1.233984394416709,71.95679540645904,0.386283639035978,50.0,44.0,0.1101862475892948,1.3071652203713875,1,,,,,,,,,,
17,C65,端钩型,2.154791286817238,91.21934285862253,0.4252024961882114,65.0,31.0,0.1683977366135839,0.6196266933393444,1,,,,,,,,,,
18,C70,平直型,1.892580380853196,43.75042660002013,0.3721314668900508,70.0,48.0,0.1989371424370692,1.045832290694329,1,,,,,,,,,,
19,C45,平直型,2.459745522766034,51.72265710300663,0.4025478489213516,45.0,15.0,0.02,1.22451968207013,0,,,,,,,,,,
20,C60,平直型,2.160783850818469,84.41833867688243,0.447341137696444,60.0,11.0,0.0976574833782131,0.7048400702975491,1,,,,,,,,,,
21,C50,平直型,1.5159671536001764,98.02784982426772,0.4772805773447415,50.0,47.0,0.1750124287766952,1.1815137747254376,1,,,,,,,,,,
22,C80,端钩型,2.5350509616650867,65.05188303416396,0.4842114394590383,80.0,75.0,0.02,0.3518767628141594,0,,,,,,,,,,
23,C60,平直型,0.9174322997692598,40.07282517858755,0.4007265850366198,60.0,48.0,0.1320456892934067,1.1849870184219342,2,,,,,,,,,,
24,C40,平直型,0.5567801828346512,30.975540139574107,0.4040550229481138,40.0,71.0,0.1410346803909722,1.175885159378538,2,,,,,,,,,,
25,C80,平直型,0.7251196519391043,46.075922099919865,0.4599740821527673,80.0,17.0,0.214124102719415,1.1397565921628514,2,,,,,,,,,,
26,C20,平直型,2.305898376491126,39.22755524505647,0.3628901383488402,20.0,41.0,0.092580368174007,0.9293017388450177,0,,,,,,,,,,
27,C80,平直型,1.6546930756284683,77.43610715290002,0.4674764724690137,80.0,56.0,0.0691628914152893,1.0832944333425116,1,,,,,,,,,,
28,C25,波纹型,0.9031794475840044,38.52827532399718,0.3988283293034846,25.0,32.0,0.1134127029656998,0.7554852938118022,2,,,,,,,,,,
29,C35,端钩型,1.7526119377584088,65.44309521344431,0.3231713448670537,35.0,2.0,0.028816637919246,0.8962038128714376,1,,,,,,,,,,
30,C70,波纹型,0.880780256782921,78.59837049500206,0.3144118294145887,70.0,7.0,0.0345587028957602,1.228283941709577,0,,,,,,,,,,
31,C65,端钩型,2.24080093769434,70.67816264546317,0.4683986422078926,65.0,84.0,0.1273160933025924,1.3528677228842385,1,,,,,,,,,,
32,C80,端钩型,1.6153906889350766,43.98429561620404,0.3111135833813755,80.0,55.0,0.0351982791212358,0.7171149823625013,1,,,,,,,,,,
33,C65,端钩型,1.4525530652412062,86.28871683275838,0.3561222872267311,65.0,24.0,0.1738099517372399,1.43041095321015,2,,,,,,,,,,
34,C55,平直型,1.2537802228696913,80.07849907310612,0.3668260081003092,55.0,24.0,0.0761654079495263,1.509419922313784,2,,,,,,,,,,
